speaker,start,end,text
Isabel Miller or Lillian Yangel,00:00:00:00,00:00:36:15,"July 12th. Saturday. And I'm here at Lillian Yangel's House. Or we're going to interview her Mark or better like that green like river in Elk River and go here. All right. That's terrific. All right. I'll start out with William Randolph. you're making one more mark. Have you ever have a nickname? Well, I mean, they call. They'll Leo from work."
Isabel Miller or Lillian Yangel,00:00:36:15,00:00:59:09,"Your friends call you that today? Yeah. And what? They were born January the 9th, 1912. Actually, I think I was born on January 8th, about 10 or 12. But my grandmother, for me was nice. So my mother taught for doctoring, going here. Right. Great. That."
Isabel Miller or Lillian Yangel,00:01:00:03,00:01:18:00,"And you're your after six. Well, good thing about number seven as well. Well, you were born corner after market."
Isabel Miller or Lillian Yangel,00:01:18:03,00:01:40:27,"Then that would be good section. Now, we filled out for people who emigrated to Idaho to ask for that, but it's really kind. your mother's maiden name. Noble call."
Isabel Miller or Lillian Yangel,00:01:43:24,00:02:15:29,"I can fill that out from her record, too. Okay. We asked about her. Okay. She got a pretty to Mary after all along. I have gotta seen her. It makes it really easier when I interviewed more than one person in the family. that got ask about your family from my, back on Earth to got one brother from."
Isabel Miller or Lillian Yangel,00:02:16:26,00:02:25:18,"now back to your husband, whose name is Lester."
Isabel Miller or Lillian Yangel,00:02:25:20,00:02:39:13,"I've worked with the here for, February. The local."
Isabel Miller or Lillian Yangel,00:02:42:25,00:02:45:22,what area of work.
Isabel Miller or Lillian Yangel,00:02:45:25,00:03:18:17,"Here I can find out from for, He's off the coast of Hawaii quite well. He's retired and is retired now. The reserve personnel manager for, I like for corporate recruitment. that's what he's done. Marked his life. Well, he's worked for Potlatch for, if ever since he really started work, which I never sure."
Isabel Miller or Lillian Yangel,00:03:18:19,00:03:23:08,I've done over the years. with Cripple Creek Park. Well.
Isabel Miller or Lillian Yangel,00:03:23:11,00:03:34:11,"We work for him, I think, for 35 years, quite a while. Where what's important. We're not."
Isabel Miller or Lillian Yangel,00:03:34:26,00:03:48:26,where were you married? In Elk River. When? September. The first local grade six.
Isabel Miller or Lillian Yangel,00:03:49:17,00:04:13:25,"do you have children? No. Now, let me get this personal information about you. How much education to prepare? Well, I, I had one year at university, and then, went to the Carmel school. Graduated from there, where I posted to."
Isabel Miller or Lillian Yangel,00:04:13:27,00:04:18:28,In Vancouver. War.
